NP_509311.1	1.A.6.2.1	The Epithelial Na<sup>+</sup> Channel (ENaC) Family
NP_524225.1	1.A.6.4.1	The Epithelial Na<sup>+</sup> Channel (ENaC) Family
NP_037129.1	1.A.7.1.1	The ATP-gated P2X Receptor Cation Channel (P2X Receptor) Family
AP_003882.1	1.A.8.1.1	The Major Intrinsic Protein (MIP) Family
NP_418362.1	1.A.8.1.1	The Major Intrinsic Protein (MIP) Family
NP_388809.1	1.A.8.2.1	The Major Intrinsic Protein (MIP) Family
AP_001506.1	1.A.8.3.1	The Major Intrinsic Protein (MIP) Family
NP_415396.1	1.A.8.3.1	The Major Intrinsic Protein (MIP) Family
NP_013057.1	1.A.8.5.1	The Major Intrinsic Protein (MIP) Family
NP_116601.1	1.A.8.9.7	The Major Intrinsic Protein (MIP) Family
NP_932766.1	1.A.8.8.1	The Major Intrinsic Protein (MIP) Family
NP_113891.1	1.A.8.9.1	The Major Intrinsic Protein (MIP) Family
NP_177462.1	1.A.8.10.1	The Major Intrinsic Protein (MIP) Family
NP_000860.2	1.A.9.2.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_001155244.1	1.A.9.2.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_998786.2	1.A.9.2.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_000162.2	1.A.9.3.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_001139512.1	1.A.9.3.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_001014641.1	1.A.9.4.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_001034061.1	1.A.9.4.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_650827.2	1.A.9.4.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_732447.1	1.A.9.4.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_037088.1	1.A.9.5.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
NP_741580.1	1.A.9.6.1	The Neurotransmitter Receptor, Cys loop, Ligand-gated Ion Channel (LIC) Family
AP_001559.1	1.B.1.1.1	The General Bacterial Porin (GBP) Family
NP_415449.1	1.B.1.1.1	The General Bacterial Porin (GBP) Family
AP_000894.1	1.B.1.1.2	The General Bacterial Porin (GBP) Family
NP_414776.1	1.B.1.1.2	The General Bacterial Porin (GBP) Family
AP_002811.1	1.B.1.1.3	The General Bacterial Porin (GBP) Family
NP_416719.1	1.B.1.1.3	The General Bacterial Porin (GBP) Family
AP_001061.1	1.B.10.1.1	The Nucleoside-specific Channel-forming Outer Membrane Porin (Tsx) Family
NP_414945.1	1.B.10.1.1	The Nucleoside-specific Channel-forming Outer Membrane Porin (Tsx) Family
NP_880573.1	1.B.11.3.1	The Outer Membrane Fimbrial Usher Porin (FUP) Family
NP_879839.1	1.B.12.2.1	The Autotransporter-1 (AT-1) Family
NP_882013.1	1.B.12.2.3	The Autotransporter-1 (AT-1) Family
YP_002330403.1	1.B.12.4.1	The Autotransporter-1 (AT-1) Family
NP_252234.1	1.B.13.1.1	The Alginate Export Porin (AEP) Family
AP_001230.1	1.B.14.1.22	The Outer Membrane Receptor (OMR) Family
NP_415116.1	1.B.14.1.22	The Outer Membrane Receptor (OMR) Family
AP_001728.1	1.B.14.1.1	The Outer Membrane Receptor (OMR) Family
NP_415620.1	1.B.14.1.1	The Outer Membrane Receptor (OMR) Family
AP_000811.1	1.B.14.1.2	The Outer Membrane Receptor (OMR) Family
NP_414692.1	1.B.14.1.2	The Outer Membrane Receptor (OMR) Family
AP_002752.1	1.B.14.1.4	The Outer Membrane Receptor (OMR) Family
NP_416660.1	1.B.14.1.4	The Outer Membrane Receptor (OMR) Family
NP_251378.1	1.B.14.1.5	The Outer Membrane Receptor (OMR) Family
NP_251088.1	1.B.14.1.6	The Outer Membrane Receptor (OMR) Family
AP_003844.1	1.B.14.3.1	The Outer Membrane Receptor (OMR) Family
NP_418401.1	1.B.14.3.1	The Outer Membrane Receptor (OMR) Family
NP_436511.1	1.B.14.9.1	The Outer Membrane Receptor (OMR) Family
AP_003585.1	1.B.17.1.1	The Outer Membrane Factor (OMF) Family
NP_417507.2	1.B.17.1.1	The Outer Membrane Factor (OMF) Family
YP_161707.1	1.B.17.2.1	The Outer Membrane Factor (OMF) Family
YP_582017.1	1.B.17.2.1	The Outer Membrane Factor (OMF) Family
YP_145593.1	1.B.17.2.2	The Outer Membrane Factor (OMF) Family
YP_145594.1	1.B.17.2.2	The Outer Membrane Factor (OMF) Family
YP_581790.1	1.B.17.2.2	The Outer Membrane Factor (OMF) Family
YP_581791.1	1.B.17.2.2	The Outer Membrane Factor (OMF) Family
NP_879581.1	1.B.17.2.3	The Outer Membrane Factor (OMF) Family
AP_001217.1	1.B.17.3.5	The Outer Membrane Factor (OMF) Family
NP_415104.1	1.B.17.3.5	The Outer Membrane Factor (OMF) Family
NP_437608.1	1.B.18.1.1	The Outer Membrane Auxiliary (OMA) Protein Family
NP_458734.1	1.B.18.2.1	The Outer Membrane Auxiliary (OMA) Protein Family
NP_807941.1	1.B.18.2.1	The Outer Membrane Auxiliary (OMA) Protein Family
AP_002662.1	1.B.18.3.1	The Outer Membrane Auxiliary (OMA) Protein Family
NP_416566.1	1.B.18.3.1	The Outer Membrane Auxiliary (OMA) Protein Family
NP_880575.1	1.B.20.1.6	The Two-Partner Secretion (TPS) Family
AP_001946.1	1.B.21.1.1	The OmpG Porin (OmpG) Family
NP_415835.1	1.B.21.1.1	The OmpG Porin (OmpG) Family
NP_251795.1	1.B.22.1.2	The Outer Bacterial Membrane Secretin (Secretin) Family
NP_253727.1	1.B.22.2.1	The Outer Bacterial Membrane Secretin (Secretin) Family
NP_461819.1	1.B.22.3.2	The Outer Bacterial Membrane Secretin (Secretin) Family
NP_052413.1	1.B.22.3.3	The Outer Bacterial Membrane Secretin (Secretin) Family
NP_438596.1	1.B.22.4.1	The Outer Bacterial Membrane Secretin (Secretin) Family
NP_444156.1	1.B.22.6.1	The Outer Bacterial Membrane Secretin (Secretin) Family
NP_442734.1	1.B.23.1.2	The Cyanobacterial Porin (CBP) Family
NP_249649.1	1.B.25.1.1	The Outer Membrane Porin (Opr) Family
AP_004537.1	1.B.3.1.1	The Sugar Porin (SP) Family
NP_418460.1	1.B.3.1.1	The Sugar Porin (SP) Family
AP_004067.1	1.B.3.1.3	The Sugar Porin (SP) Family
NP_418176.1	1.B.3.1.3	The Sugar Porin (SP) Family
NP_776253.3	1.A.26.2.1	The Mg<sup>2+</sup> Transporter-E (MgtE) Family
YP_226953.1	1.B.34.1.1	The Corynebacterial Porin A (PorA) Family
NP_251970.1	1.B.5.1.2	The Pseudomonas OprP Porin (POP) Family
AP_001587.1	1.B.6.1.1	The OmpA-OmpF Porin (OOP) Family
NP_415477.1	1.B.6.1.1	The OmpA-OmpF Porin (OOP) Family
NP_250468.1	1.B.6.1.2	The OmpA-OmpF Porin (OOP) Family
NP_215414.1	1.B.6.1.3	The OmpA-OmpF Porin (OOP) Family
NP_335355.1	1.B.6.1.3	The OmpA-OmpF Porin (OOP) Family
NP_014343.1	1.B.8.1.1	The Mitochondrial and Plastid Porin (MPP) Family
NP_035826.1	1.B.8.1.2	The Mitochondrial and Plastid Porin (MPP) Family
XP_645436.1	1.B.8.1.13	The Mitochondrial and Plastid Porin (MPP) Family
AP_002944.1	1.B.9.1.1	The FadL Outer Membrane Protein (FadL) Family
NP_416846.2	1.B.9.1.1	The FadL Outer Membrane Protein (FadL) Family
NP_542884.1	1.B.9.2.1	The FadL Outer Membrane Protein (FadL) Family
AP_001807.1	1.C.10.1.1	The Pore-forming Haemolysin E (HlyE) Family
NP_415700.4	1.C.10.1.1	The Pore-forming Haemolysin E (HlyE) Family
NP_879578.1	1.C.11.1.4	The Pore-forming RTX Toxin (RTX-toxin) Family
NP_561079.1	1.C.12.1.1	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
NP_834769.1	1.C.12.1.3	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
NP_268546.1	1.C.12.1.4	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
YP_281505.1	1.C.12.1.4	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
NP_346351.1	1.C.12.1.5	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
NP_463733.1	1.C.12.1.7	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
NP_232618.1	1.C.14.1.1	The Cytohemolysin (CHL) Family
YP_856050.1	1.C.14.1.2	The Cytohemolysin (CHL) Family
NP_001081306.1	1.C.16.1.1	The Magainin (Magainin) Family
NP_001079056.1	1.C.16.1.3	The Magainin (Magainin) Family
NP_001079112.1	1.C.16.1.4	The Magainin (Magainin) Family
NP_001095268.1	1.C.16.1.5	The Magainin (Magainin) Family
NP_001037472.1	1.C.17.1.3	The Cecropin (Cecropin) Family
NP_001011607.1	1.C.18.1.1	The Melittin (Melittin) Family
NP_001035965.1	1.C.19.1.1	The Defensin (Defensin) Family
NP_004075.1	1.C.19.1.1	The Defensin (Defensin) Family
NP_001164486.1	1.C.19.1.2	The Defensin (Defensin) Family
NP_857602.1	1.C.24.1.1	The Pediocin (Pediocin) Family
NP_964622.1	1.C.26.1.1	The Lactacin X (Lactacin X) Family
NP_784217.1	1.C.29.1.1	The Plantaricin EF (Plantaricin EF) Family
YP_002527505.1	1.C.31.1.1	The Channel-forming Colicin V (Colicin V) Family
YP_002539302.1	1.C.31.1.1	The Channel-forming Colicin V (Colicin V) Family
YP_444120.1	1.C.31.1.1	The Channel-forming Colicin V (Colicin V) Family
NP_999028.1	1.C.33.1.1	The Cathelicidin (Cathelicidin) Family
NP_777252.1	1.C.33.1.2	The Cathelicidin (Cathelicidin) Family
XP_001254061.1	1.C.33.1.2	The Cathelicidin (Cathelicidin) Family
NP_001009787.1	1.C.33.1.3	The Cathelicidin (Cathelicidin) Family
NP_001075774.1	1.C.33.1.6	The Cathelicidin (Cathelicidin) Family
NP_001035930.1	1.C.35.2.1	The Amoebapore (Amoebapore) Family
NP_001035931.1	1.C.35.2.1	The Amoebapore (Amoebapore) Family
NP_002769.1	1.C.35.2.1	The Amoebapore (Amoebapore) Family
NP_006424.2	1.C.35.3.2	The Amoebapore (Amoebapore) Family
NP_036615.2	1.C.35.3.2	The Amoebapore (Amoebapore) Family
XP_643887.1	1.C.35.4.1	The Amoebapore (Amoebapore) Family
YP_068464.1	1.C.36.2.1	The Bacterial Type III-Target Cell Pore (IIITCP) Family
NP_461806.1	1.C.36.3.2	The Bacterial Type III-Target Cell Pore (IIITCP) Family
NP_001075419.1	1.C.39.3.5	The Membrane Attack Complex/Perforin (MACPF) Family
NP_001716.2	1.C.40.1.1	The Bactericidal Permeability Increasing Protein (BPIP) Family
NP_052806.1	1.C.42.1.1	The Channel-forming <i>Bacillus anthracis</I> Protective Antigen (BAPA) Family
NP_652920.1	1.C.42.1.1	The Channel-forming <i>Bacillus anthracis</I> Protective Antigen (BAPA) Family
YP_016495.2	1.C.42.1.1	The Channel-forming <i>Bacillus anthracis</I> Protective Antigen (BAPA) Family
NP_077720.1	1.C.46.1.1	The C-type Natriuretic Peptide (CNP) Family
NP_523672.1	1.C.47.1.1	The Insect/Fungal Defensin (Insect/Fungal Defensin) Family
NP_001009481.1	1.C.48.1.1	The Prion Peptide (PrP) Family
NP_001003233.1	1.C.49.1.1	The Cytotoxic Amylin (Amylin) Family
NP_001029125.1	1.C.49.1.2	The Cytotoxic Amylin (Amylin) Family
NP_062161.1	1.C.50.1.1	The Amyloid Î²-Protein Peptide (AÎ²PP) Family
NP_011869.1	3.A.8.1.1	The Mitochondrial Protein Translocase (MPT) Family
NP_059819.1	1.C.55.1.1	The Agrobacterial VirE2 Target Host Cell Membrane Anion Channel (VirE2) Family
NP_044402.1	1.C.6.1.1	The Yeast Killer Toxin K1 (YKT-K1) Family
NP_783831.1	1.C.8.1.2	The Botulinum and Tetanus Toxin (BTT) Family
NP_207680.1	1.C.9.1.1	The Vacuolating Cytotoxin (VacA) Family
NP_388642.1	2.A.11.1.1	The Citrate-Mg<sup>2+</sup>:H<sup>+</sup> (CitM) Citrate-Ca<sup>2+</sup>:H<sup>+</sup> (CitH) Symporter (CitMHS) Family
NP_391785.2	2.A.11.1.2	The Citrate-Mg<sup>2+</sup>:H<sup>+</sup> (CitM) Citrate-Ca<sup>2+</sup>:H<sup>+</sup> (CitH) Symporter (CitMHS) Family
NP_220447.1	2.A.12.1.1	The ATP:ADP Antiporter (AAA) Family
AP_004639.1	2.A.13.1.1	The C<sub>4</sub>-Dicarboxylate Uptake (Dcu) Family
NP_418561.1	2.A.13.1.1	The C<sub>4</sub>-Dicarboxylate Uptake (Dcu) Family
AP_004624.1	2.A.13.1.2	The C<sub>4</sub>-Dicarboxylate Uptake (Dcu) Family
NP_418547.1	2.A.13.1.2	The C<sub>4</sub>-Dicarboxylate Uptake (Dcu) Family
AP_004188.1	2.A.14.1.1	The Lactate Permease (LctP) Family
NP_418060.1	2.A.14.1.1	The Lactate Permease (LctP) Family
AP_003529.1	2.A.14.1.2	The Lactate Permease (LctP) Family
NP_417449.1	2.A.14.1.2	The Lactate Permease (LctP) Family
NP_390885.1	2.A.15.1.1	The Betaine/Carnitine/Choline Transporter (BCCT) Family
NP_601511.1	2.A.15.1.2	The Betaine/Carnitine/Choline Transporter (BCCT) Family
YP_226555.1	2.A.15.1.2	The Betaine/Carnitine/Choline Transporter (BCCT) Family
AP_000704.1	2.A.15.2.1	The Betaine/Carnitine/Choline Transporter (BCCT) Family
NP_414582.1	2.A.15.2.1	The Betaine/Carnitine/Choline Transporter (BCCT) Family
AP_000967.1	2.A.15.1.4	The Betaine/Carnitine/Choline Transporter (BCCT) Family
NP_414848.1	2.A.15.1.4	The Betaine/Carnitine/Choline Transporter (BCCT) Family
AP_002052.1	2.A.16.1.1	The Telurite-resistance/Dicarboxylate Transporter (TDT) Family
NP_415946.1	2.A.16.1.1	The Telurite-resistance/Dicarboxylate Transporter (TDT) Family
NP_594777.1	2.A.16.2.1	The Telurite-resistance/Dicarboxylate Transporter (TDT) Family
NP_266858.1	2.A.17.1.1	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_596417.1	2.A.17.2.1	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_013019.1	2.A.17.2.2	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_563899.1	2.A.17.3.1	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_178313.1	2.A.17.3.2	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_476462.1	2.A.17.4.1	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_477147.2	2.A.17.4.2	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_477148.2	2.A.17.4.2	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_726894.1	2.A.17.4.2	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_502002.1	2.A.17.4.3	The Proton-dependent Oligopeptide Transporter (POT/PTR) Family
NP_565882.1	2.A.18.1.1	The Amino Acid/Auxin Permease (AAAP) Family
NP_198894.2	2.A.18.2.2	The Amino Acid/Auxin Permease (AAAP) Family
NP_851109.1	2.A.18.2.2	The Amino Acid/Auxin Permease (AAAP) Family
NP_001078025.1	2.A.18.3.1	The Amino Acid/Auxin Permease (AAAP) Family
NP_181518.1	2.A.18.3.1	The Amino Acid/Auxin Permease (AAAP) Family
NP_499255.1	2.A.18.5.1	The Amino Acid/Auxin Permease (AAAP) Family
NP_620187.1	2.A.18.6.1	The Amino Acid/Auxin Permease (AAAP) Family
NP_076294.2	2.A.18.6.2	The Amino Acid/Auxin Permease (AAAP) Family
NP_006832.1	2.A.18.6.3	The Amino Acid/Auxin Permease (AAAP) Family
NP_851604.1	2.A.18.6.4	The Amino Acid/Auxin Permease (AAAP) Family
NP_061849.2	2.A.18.6.5	The Amino Acid/Auxin Permease (AAAP) Family
AP_001844.1	2.A.19.1.1	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
NP_415734.1	2.A.19.1.1	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
NP_010155.1	2.A.19.2.2	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
NP_181352.1	2.A.19.2.3	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
NP_788805.1	2.A.19.3.1	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
AP_003739.1	2.A.19.5.1	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
NP_417663.1	2.A.19.5.1	The Ca<sup>2+</sup>:Cation Antiporter (CaCA) Family
YP_001465619.1	2.A.2.1.1	The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family
NP_177333.1	2.A.2.4.1	The Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family
AP_004300.1	2.A.20.1.1	The Inorganic Phosphate Transporter (PiT) Family
NP_417950.1	2.A.20.1.1	The Inorganic Phosphate Transporter (PiT) Family
XP_959489.1	2.A.20.2.1	The Inorganic Phosphate Transporter (PiT) Family
NP_009855.1	2.A.20.2.2	The Inorganic Phosphate Transporter (PiT) Family
NP_189289.2	2.A.20.2.4	The Inorganic Phosphate Transporter (PiT) Family
NP_850633.1	2.A.20.2.4	The Inorganic Phosphate Transporter (PiT) Family
AP_003798.1	2.A.21.1.1	The Solute:Sodium Symporter (SSS) Family
NP_417724.4	2.A.21.1.1	The Solute:Sodium Symporter (SSS) Family
AP_001646.1	2.A.21.2.1	The Solute:Sodium Symporter (SSS) Family
NP_415535.1	2.A.21.2.1	The Solute:Sodium Symporter (SSS) Family
NP_000334.1	2.A.21.3.1	The Solute:Sodium Symporter (SSS) Family
NP_001076138.1	2.A.21.3.3	The Solute:Sodium Symporter (SSS) Family
NP_999347.1	2.A.21.3.4	The Solute:Sodium Symporter (SSS) Family
NP_000444.1	2.A.21.5.1	The Solute:Sodium Symporter (SSS) Family
NP_011847.1	2.A.21.6.1	The Solute:Sodium Symporter (SSS) Family
NP_445973.1	2.A.21.8.1	The Solute:Sodium Symporter (SSS) Family
